symbol,company_name,price,change,perc_change,volume
MGRT,Mega Fortune Co. Ltd. ,5.31,0.93,21.23,160.0K
NVTS,Navitas Semiconductor Corp. ,9.97,1.74,21.14,147.1M
TRON,Tron Inc. ,4.13,0.72,21.11,4.4M
FEAM,5E Advanced Materials Inc. ,6.85,1.19,21.02,674.5K
MVST,Microvast Holdings Inc. ,5.24,0.91,21.02,17.9M
FORD,Forward Industries Inc. ,24.58,4.19,20.55,513.1K
EDN,Empresa Distribuidora y Comercializadora Norte S.A. Cl B ADR ,20.03,3.41,20.52,754.3K
TMC,TMC the metals company Inc. ,10.69,1.8,20.32,28.3M
IONR,Ioneer Ltd. ADR ,7.41,1.24,20.1,926.3K
ARQQ,Arqit Quantum Inc. ,58.27,9.75,20.09,1.2M
FMST,Foremost Clean Energy Ltd. ,3.77,0.63,20.06,1.2M
CIFR,Cipher Mining Inc. ,20.34,3.37,19.86,59.3M
BTQ,BTQ Technologies Corp. ,12.08,1.96,19.37,9.4M
SKBL,Skyline Builders Group Holding Ltd. Cl A ,3.69,0.59,19.03,938.2K
FOSL,Fossil Group Inc. ,2.71,0.43,18.86,808.8K
NVNI,Nvni Group Ltd. ,3.66,0.58,18.83,702.4K
NNE,Nano Nuclear Energy Inc. ,54.44,8.61,18.79,7.4M
TNGX,Tango Therapeutics Inc. ,8.47,1.33,18.63,3.4M
USAR,USA Rare Earth Inc. ,38.68,6.07,18.61,49.8M
PXLW,Pixelworks Inc. ,15.23,2.39,18.61,360.6K
WYFI,WhiteFiber Inc. ,39.13,6.1,18.47,1.5M
GWAV,Greenwave Technology Solutions Inc. ,8.51,1.32,18.36,1.8M
METCB,Ramaco Resources Inc. Cl B ,21.67,3.35,18.29,220.3K
AGH,Aureus Greenway Holdings Inc. ,4.14,0.63,17.95,154.7K
QH,Quhuo Ltd. ADR ,7.7,1.16,17.74,1.2M
EUDA,EUDA Health Holdings Ltd. ,3.36,0.5,17.48,158.9K
ONDS,Ondas Holdings Inc. ,10.81,1.59,17.25,51.9M
RCAT,Red Cat Holdings Inc. ,15.38,2.26,17.23,15.6M
CLIK,Click Holdings Ltd. ,8.85,1.29,17.06,315.2K
NKLR,Terra Innovatum Global N.V. ,18.26,2.65,16.98,4.6M
UUUU,Energy Fuels Inc. ,23.77,3.43,16.86,43.2M
SLI,Standard Lithium Ltd. ,5.26,0.75,16.63,8.4M
ELOG,Eastern International Ltd. ,2.97,0.42,16.47,267.5K
OKLO,Oklo Inc. ,171.01,23.85,16.21,28.7M
MNPR,Monopar Therapeutics Inc. ,102.05,14.23,16.2,89.5K
IONQ,IonQ Inc. ,82.09,11.44,16.19,49.5M
BGMS,Bio Green Med Solution Inc. ,5.95,0.82,15.98,662.8K
SUPX,SuperX AI Technology Ltd. ,67.37,9.21,15.84,380.0K
PDYN,Palladyne AI Corp. ,9.6,1.31,15.8,2.2M
CCCX,Churchill Capital Corp. X Cl A ,25.95,3.54,15.8,7.9M
QS,QuantumScape Corp. Cl A ,16.99,2.29,15.58,63.4M
CETY,Clean Energy Technologies Inc. ,2.75,0.37,15.55,354.8K
SEI,Solaris Energy Infrastructure Inc. ,51.92,6.94,15.43,4.8M
SNDK,Sandisk Corp. ,134.61,17.7,15.14,8.3M
DWTX,Dogwood Therapeutics Inc. ,6.18,0.81,15.08,72.5K
AGX,Argan Inc. ,294.72,38.57,15.06,470.2K
MOB,Mobilicom Ltd. ADR ,9.63,1.26,15.05,549.4K
BTDR,Bitdeer Technologies Group ,20.45,2.67,15.02,12.0M
MGRX,Mangoceuticals Inc. ,2.53,0.33,15.0,336.0K
SMR,NuScale Power Corp. ,45.02,5.78,14.73,30.1M
AOSL,Alpha & Omega Semiconductor Inc. ,29.43,3.77,14.69,415.8K
