symbol,company_name,price,change,perc_change,volume
WRD,WeRide Inc. ADR ,10.82,0.65,6.39,90.4K
AG,First Majestic Silver Corp. ,14.08,0.84,6.38,70.1K
SES,SES AI Corp. ,3.21,0.19,6.29,52.4K
AMKR,Amkor Technology Inc. ,30.02,1.76,6.23,61.0K
ICHR,Ichor Holdings Ltd. ,19.41,1.12,6.12,85.6K
ASTS,AST SpaceMobile Inc. ,87.02,5.0,6.09,203.3K
NNE,Nano Nuclear Energy Inc. ,48.62,2.79,6.09,86.5K
SOAR,Volato Group Inc. ,2.64,0.15,6.02,55.1K
KOPN,Kopin Corp. ,3.17,0.18,6.02,186.3K
METC,Ramaco Resources Inc. Cl A ,50.03,2.83,6.0,67.0K
BLDP,Ballard Power Systems Inc. ,3.46,0.2,5.96,98.9K
PONY,Pony AI Inc. ADR ,21.49,1.2,5.91,76.9K
LIDR,AEye Inc. ,3.25,0.18,5.87,134.2K
DPRO,Draganfly Inc. ,12.7,0.69,5.75,95.1K
TMC,TMC the metals company Inc. ,9.4,0.51,5.74,339.1K
EQX,Equinox Gold Corp. ,12.31,0.66,5.67,73.4K
QS,QuantumScape Corp. Cl A ,15.59,0.89,6.05,201.7K
KC,Kingsoft Cloud Holdings Ltd. ADR ,13.34,0.71,5.62,62.7K
CABA,Cabaletta Bio Inc. ,2.45,0.13,5.6,102.7K
AAOI,Applied Optoelectronics Inc. ,28.66,1.51,5.56,152.0K
INDI,indie Semiconductor Inc. ,4.38,0.23,5.55,76.6K
VIOT,Viomi Technology Co. Ltd. ADR ,3.09,0.16,5.46,51.1K
TSM,Taiwan Semiconductor Manufacturing Co. Ltd. ADR ,295.88,15.22,5.42,121.2K
NXE,NexGen Energy Ltd. ,9.23,0.47,5.37,63.9K
WBD,Warner Bros. Discovery Inc. Series A ,18.0,0.9,5.26,412.8K
TIGR,UP Fintech Holding Ltd. ADR ,9.49,0.47,5.27,102.7K
WDC,Western Digital Corp. ,121.44,6.02,5.22,157.3K
MU,Micron Technology Inc. ,191.01,9.41,5.18,579.4K
ENVX,Enovix Corp. ,12.7,0.63,5.18,108.2K
HSAI,Hesai Group ADR ,23.19,1.14,5.17,90.5K
RR,Richtech Robotics Inc. Cl B ,6.22,0.3,5.15,613.8K
BILI,Bilibili Inc. ADR ,27.96,1.36,5.11,65.7K
VSAT,ViaSat Inc. ,34.28,1.67,5.1,97.8K
IREN,IREN Ltd. ,62.81,3.04,5.09,663.9K
NIO,NIO Inc. ADR ,7.05,0.34,5.07,163.7K
BBAI,BigBear.ai Holdings Inc. ,7.58,0.36,5.03,306.7K
LRCX,Lam Research Corp. ,137.97,6.6,5.03,170.7K
RZLV,Rezolve AI PLC ,5.39,0.26,5.01,252.8K
RCAT,Red Cat Holdings Inc. ,13.77,0.65,4.97,199.9K
BIDU,Baidu Inc. ADR ,127.69,6.0,4.93,106.9K
AREC,American Resources Corp. ,4.27,0.19,4.66,581.0K
CIFR,Cipher Mining Inc. ,17.8,0.83,4.89,545.8K
CRDO,Credo Technology Group Holding Ltd. ,145.51,6.68,4.81,97.0K
RUN,Sunrun Inc. ,19.7,0.9,4.8,121.0K
HUT,Hut 8 Corp. ,45.66,2.09,4.8,70.7K
ON,ON Semiconductor Corp. ,47.92,2.18,4.77,120.7K
MVST,Microvast Holdings Inc. ,4.54,0.2,4.73,208.1K
INVZ,Innoviz Technologies Ltd. ,2.19,0.1,4.67,136.8K
DEFT,DeFi Technologies Inc. ,2.14,0.1,4.63,279.2K
NBIS,Nebius Group N.V. Cl A ,136.18,6.6,5.09,241.9K
SERV,Serve Robotics Inc. ,15.58,0.68,4.56,223.7K
ONMD,OneMedNet Corp. ,3.28,0.14,4.46,109.5K
AMAT,Applied Materials Inc. ,219.22,9.28,4.42,148.9K
QUBT,Quantum Computing Inc. ,19.85,0.83,4.39,586.6K
NVTS,Navitas Semiconductor Corp. ,8.6,0.37,4.5,546.7K
NXDR,Nextdoor Holdings Inc. ,2.16,0.09,4.35,67.8K
