symbol,company_name,price,change,perc_change,volume
OPEN,Opendoor Technologies Inc. ,9.28,1.17,14.43,287.5M
RADX,Radiopharm Theranostics Ltd. ADR ,7.09,0.89,14.35,63.1K
BTCS,BTCS Inc. ,5.83,0.72,14.09,4.5M
NEPH,Nephros Inc. ,5.44,0.67,14.05,212.1K
BTM,Bitcoin Depot Inc. Cl A ,4.39,0.54,14.03,5.1M
CAMP,CAMP4 Therapeutics Corp. ,3.45,0.42,13.86,249.6K
ASYS,Amtech Systems Inc. ,10.44,1.27,13.85,968.9K
SERV,Serve Robotics Inc. ,14.93,1.81,13.8,17.9M
CMA,Comerica Inc. ,80.2,9.65,13.68,23.3M
ZOOZ,ZOOZ Power Ltd. ,2.3,0.27,13.3,1.2M
MGRX,Mangoceuticals Inc. ,2.57,0.3,13.22,356.2K
NVA,Nova Minerals Ltd. ADR ,24.76,2.89,13.21,169.8K
RCAT,Red Cat Holdings Inc. ,14.58,1.69,13.11,24.2M
FBIO,Fortress Biotech Inc. ,3.11,0.36,13.09,1.5M
HOVR,New Horizon Aircraft Ltd. ,2.97,0.34,12.93,1.8M
ZEPP,Zepp Health Corp. ADR ,56.12,6.42,12.92,496.3K
FORD,Forward Industries Inc. ,25.43,2.9,12.87,494.1K
KITT,Nauticus Robotics Inc. ,3.45,0.39,12.75,1.1M
PATH,UiPath Inc. ,14.52,1.62,12.56,61.2M
EDSA,Edesa Biotech Inc. ,2.88,0.32,12.5,161.0K
ORLA,Orla Mining Ltd. ,11.54,1.28,12.48,4.7M
SNES,SenesTech Inc. ,4.24,0.47,12.47,223.7K
VOYG,Voyager Technologies Inc. ,35.62,3.93,12.4,1.5M
BHST,BioHarvest Sciences Inc. ,9.85,1.08,12.31,390.6K
GRRR,Gorilla Technology Group Inc. ,20.67,2.26,12.28,2.9M
TBN,Tamboran Resources Corp. ,30.44,3.32,12.24,107.9K
ASPN,Aspen Aerogels Inc. ,8.7,0.94,12.11,3.7M
UAVS,AgEagle Aerial Systems Inc. ,2.89,0.31,12.02,6.9M
HSDT,Solana Co. ,18.19,1.95,12.01,1.5M
BKSY,BlackSky Technology Inc. ,28.58,3.06,11.99,3.6M
ABVE,Above Food Ingredients Inc. ,3.28,0.35,11.95,7.1M
IHRT,iHeartMedia Inc. ,3.19,0.34,11.93,1.2M
TACT,TransAct Technologies Inc. ,5.65,0.6,11.88,114.7K
HIT,Health In Tech Inc. Cl A ,3.77,0.4,11.87,591.3K
GEOS,Geospace Technologies Corp. ,21.93,2.32,11.83,259.1K
RNAZ,TransCode Therapeutics Inc. ,11.8,1.24,11.69,55.1K
CARL,Carlsmed Inc. ,14.48,1.51,11.64,73.3K
BMNR,BitMine Immersion Technologies Inc. ,63.22,6.57,11.6,64.8M
LIDR,AEye Inc. ,2.84,0.29,11.37,6.3M
ABSI,Absci Corp. ,3.76,0.38,11.24,7.8M
