symbol,company_name,price,change,perc_change,volume
BLTE,Belite Bio Inc. ADR ,86.58,5.32,6.54,54.0K
TVRD,Tvardi Therapeutics Inc. ,7.05,0.41,6.17,599.1K
MTEN,Mingteng International Corp. Inc. ,3.98,0.23,6.13,448.1K
KRRO,Korro Bio Inc. ,54.51,3.15,6.13,104.0K
STNG,Scorpio Tankers Inc. ,57.91,3.34,6.12,305.1K
AMRK,A-Mark Precious Metals Inc. ,29.65,1.7,6.08,226.7K
WDC,Western Digital Corp. ,127.7,7.26,6.03,8.4M
AXTI,AXT Inc. ,4.86,0.28,5.99,1.0M
AQMS,Aqua Metals Inc. ,14.78,0.83,5.99,7.8M
RXST,RxSight Inc. ,8.36,0.47,5.89,288.4K
DC,Dakota Gold Corp. ,5.43,0.3,5.85,670.0K
XNCR,Xencor Inc. ,14.92,0.82,5.82,613.0K
LPSN,LivePerson Inc. ,6.11,0.33,5.71,362.6K
TFII,TFI International Inc. ,94.05,5.05,5.67,107.4K
YSG,Yatsen Holding Ltd. ADR ,8.78,0.47,5.6,235.1K
SPCB,SuperCom Ltd. ,10.85,0.57,5.54,95.6K
QDEL,QuidelOrtho Corp. ,28.82,1.51,5.53,512.8K
BRKR,Bruker Corp. ,38.2,2.0,5.51,1.6M
ACTG,Acacia Research Corp. - Acacia Technologies ,3.64,0.19,5.51,232.4K
CAI,Caris Life Sciences Inc. ,32.87,1.71,5.5,383.0K
EPAC,Enerpac Tool Group Corp. Cl A ,42.52,2.21,5.48,274.6K
AU,AngloGold Ashanti PLC ,79.31,4.09,5.44,1.7M
IMNN,Imunon Inc. ,5.06,0.26,5.42,68.4K
SVM,Silvercorp Metals Inc. ,7.57,0.39,5.37,6.3M
ADVM,Adverum Biotechnologies Inc. ,4.72,0.24,5.36,118.9K
AVTR,Avantor Inc. ,14.61,0.74,5.34,6.6M
KNX,Knight-Swift Transportation Holdings Inc. Cl A ,46.55,2.35,5.32,2.6M
NUKK,Nukkleus Inc. ,13.8,0.69,5.3,2.3M
ENSC,Ensysce Biosciences Inc. ,2.6,0.13,5.26,175.9K
EGO,Eldorado Gold Corp. ,30.71,1.53,5.25,1.8M
LHAI,Linkhome Holdings Inc. ,9.98,0.49,5.16,744.7K
FMX,Fomento Economico Mexicano S.A.B. de C.V. ADR ,95.7,4.69,5.15,205.5K
ASX,ASE Technology Holding Co. Ltd. ADR ,12.54,0.61,5.11,9.9M
ELAB,PMGC Holdings Inc. ,7.82,0.38,5.11,308.6K
MU,Micron Technology Inc. ,201.6,9.66,5.04,25.3M
FDMT,4D Molecular Therapeutics Inc. ,10.46,0.5,5.02,387.5K
DRD,DRDGOLD Ltd. ADR ,31.64,1.5,4.98,350.4K
METC,Ramaco Resources Inc. Cl A ,50.2,2.35,4.92,2.7M
NAT,Nordic American Tankers Ltd. ,3.42,0.16,4.91,2.2M
MRVI,Maravai LifeSciences Holdings Inc. ,3.54,0.17,4.9,592.1K
CLS,Celestica Inc. ,283.15,13.19,4.89,2.8M
FTCI,FTC Solar Inc. ,9.24,0.42,4.82,68.6K
VICR,Vicor Corp. ,60.07,2.76,4.82,295.9K
TNK,Teekay Tankers Ltd. ,53.3,2.44,4.8,209.8K
BVN,Compania de Minas Buenaventura S.A. ADR ,26.75,1.21,4.74,930.7K
PPTA,Perpetua Resources Corp. ,28.8,1.3,4.73,4.3M
ALEC,Alector Inc. ,3.34,0.15,4.7,922.9K
STX,Seagate Technology Holdings PLC ,229.59,10.21,4.66,3.0M
MASS,908 Devices Inc. ,9.0,0.4,4.65,134.3K
DTIL,Precision Biosciences Inc. ,6.8,0.3,4.62,298.2K
NEM,Newmont Corp. ,97.88,4.3,4.59,5.9M
CERT,Certara Inc. ,12.52,0.55,4.59,556.0K
DNLI,Denali Therapeutics Inc. ,17.06,0.74,4.57,988.0K
AEM,Agnico Eagle Mines Ltd. ,186.9,8.16,4.56,1.6M
DHT,DHT Holdings Inc. ,12.19,0.53,4.55,623.7K
WERN,Werner Enterprises Inc. ,27.47,1.19,4.53,589.3K
